10:58:27.677 [main] INFO  n.e.journalApp.JournalApplication - Starting JournalApplication using Java 21.0.8 with PID 24040 (C:\Users\King\Desktop\SpringBoot\journalApp\journalApp\target\classes started by King in C:\Users\King\Desktop\SpringBoot\journalApp\journalApp)
11:18:17.177 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
11:18:17.197 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:18:17.202 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:18:17.202 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
11:18:17.287 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:18:17.288 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2194 ms
11:18:17.842 [cluster-ClusterId{value='6923f1a19fad91fced5ccf9c', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017 to client view of cluster
11:18:17.866 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.2"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/21.0.8+12-LTS-250"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='King', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@4e974b9e, com.mongodb.Jep395RecordCodecProvider@370c7cc5, com.mongodb.KotlinCodecProvider@61b838f2]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.g6sm3im.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-ej81hg-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
11:18:17.908 [cluster-ClusterId{value='6923f1a19fad91fced5ccf9c', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017 to client view of cluster
11:18:17.910 [cluster-ClusterId{value='6923f1a19fad91fced5ccf9c', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017 to client view of cluster
11:18:18.893 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 5. Remaining time: 29958 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
11:18:19.050 [cluster-ClusterId{value='6923f1a19fad91fced5ccf9c', description='null'}-ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=686693300, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=346, topologyVersion=TopologyVersion{processId=691cad73511e12a3a54981c4, counter=4}, lastWriteDate=Mon Nov 24 11:18:19 IST 2025, lastUpdateTimeNanos=259087688336300}
11:18:19.050 [cluster-ClusterId{value='6923f1a19fad91fced5ccf9c', description='null'}-ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=686704100, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=346, topologyVersion=TopologyVersion{processId=691cb2eb5aa25627507cb0b5, counter=3}, lastWriteDate=Mon Nov 24 11:18:19 IST 2025, lastUpdateTimeNanos=259087688336200}
11:18:19.052 [cluster-ClusterId{value='6923f1a19fad91fced5ccf9c', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=686704100, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000167, setVersion=346, topologyVersion=TopologyVersion{processId=691cb04de3137ef834dae937, counter=6}, lastWriteDate=Mon Nov 24 11:18:19 IST 2025, lastUpdateTimeNanos=259087688336300}
11:18:19.058 [cluster-ClusterId{value='6923f1a19fad91fced5ccf9c', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017 with max election id 7fffffff0000000000000167 and max set version 346
11:18:20.906 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
11:18:21.278 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
11:18:21.965 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:18:21.979 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
11:18:21.993 [main] INFO  n.e.journalApp.JournalApplication - Started JournalApplication in 7.51 seconds (process running for 8.532)
11:19:50.607 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
11:19:50.619 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
11:19:55.224 [main] INFO  n.e.journalApp.JournalApplication - Starting JournalApplication using Java 21.0.8 with PID 18944 (C:\Users\King\Desktop\SpringBoot\journalApp\journalApp\target\classes started by King in C:\Users\King\Desktop\SpringBoot\journalApp\journalApp)
11:19:55.226 [main] INFO  n.e.journalApp.JournalApplication - No active profile set, falling back to 1 default profile: "default"
11:19:57.077 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
11:19:57.081 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
11:19:57.282 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 182 ms. Found 2 MongoDB repository interfaces.
11:19:57.309 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
11:19:57.311 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
11:19:57.333 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface net.engineeringdigest.journalApp.repository.JournalEntryRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
11:19:57.333 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface net.engineeringdigest.journalApp.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
11:19:57.333 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
11:19:58.240 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
11:19:58.257 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:19:58.261 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:19:58.261 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
11:19:58.384 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:19:58.385 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3060 ms
11:19:58.890 [cluster-ClusterId{value='6923f206657eae1060705642', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017 to client view of cluster
11:19:58.974 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.2"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/21.0.8+12-LTS-250"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='King', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@63f9ddf9, com.mongodb.Jep395RecordCodecProvider@410fc508, com.mongodb.KotlinCodecProvider@4e17442f]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.g6sm3im.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-ej81hg-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
11:19:58.995 [cluster-ClusterId{value='6923f206657eae1060705642', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017 to client view of cluster
11:19:59.001 [cluster-ClusterId{value='6923f206657eae1060705642', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017 to client view of cluster
11:19:59.445 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 5. Remaining time: 29990 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
11:19:59.874 [cluster-ClusterId{value='6923f206657eae1060705642', description='null'}-ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=414308200, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=346, topologyVersion=TopologyVersion{processId=691cb2eb5aa25627507cb0b5, counter=3}, lastWriteDate=Mon Nov 24 11:19:59 IST 2025, lastUpdateTimeNanos=259188514125800}
11:19:59.874 [cluster-ClusterId{value='6923f206657eae1060705642', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=414318300, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000167, setVersion=346, topologyVersion=TopologyVersion{processId=691cb04de3137ef834dae937, counter=6}, lastWriteDate=Mon Nov 24 11:19:59 IST 2025, lastUpdateTimeNanos=259188514125700}
11:19:59.875 [cluster-ClusterId{value='6923f206657eae1060705642', description='null'}-ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=414349600, minRoundTripTimeNanos=0, setName='atlas-ej81hg-shard-0', canonicalAddress=ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, hosts=[ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-02.g6sm3im.mongodb.net:27017, ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017], passives=[], arbiters=[], primary='ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=346, topologyVersion=TopologyVersion{processId=691cad73511e12a3a54981c4, counter=4}, lastWriteDate=Mon Nov 24 11:19:59 IST 2025, lastUpdateTimeNanos=259188514125700}
11:19:59.880 [cluster-ClusterId{value='6923f206657eae1060705642', description='null'}-ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-noehszy-shard-00-01.g6sm3im.mongodb.net:27017 with max election id 7fffffff0000000000000167 and max set version 346
11:20:01.290 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
11:20:01.500 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
11:20:01.894 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:20:01.907 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
11:20:01.922 [main] INFO  n.e.journalApp.JournalApplication - Started JournalApplication in 7.311 seconds (process running for 8.038)
11:20:01.990 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:20:01.991 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:20:01.992 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
11:20:06.196 [http-nio-8080-exec-10] INFO  o.s.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 816 ms
11:27:29.822 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
11:27:29.857 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
11:27:35.004 [main] INFO  n.e.journalApp.JournalApplication - Starting JournalApplication using Java 21.0.8 with PID 17912 (C:\Users\King\Desktop\SpringBoot\journalApp\journalApp\target\classes started by King in C:\Users\King\Desktop\SpringBoot\journalApp\journalApp)
11:27:35.007 [main] INFO  n.e.journalApp.JournalApplication - No active profile set, falling back to 1 default profile: "default"
11:27:36.370 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
11:27:36.373 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
11:27:36.540 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 154 ms. Found 2 MongoDB repository interfaces.
11:27:36.562 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
11:27:36.564 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
11:27:36.582 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface net.engineeringdigest.journalApp.repository.JournalEntryRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
11:27:36.583 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface net.engineeringdigest.journalApp.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
11:27:36.583 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
11:27:37.438 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
11:27:37.457 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:27:37.460 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:27:37.460 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
11:27:37.558 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:27:37.560 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2467 ms
11:27:38.073 [cluster-ClusterId{value='6923f3d2190cb2149fea4615', description='null'}-srv-cluster0.g6sm3im.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-noehszy-shard-00-00.g6sm3im.mongodb.net:27017 to client view of cluster
